Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Rethinking PET Image Reconstruction: Ultra-Low-Dose, Sinogram and Deep Learning","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_76","Qiupeng FengHuafeng Liu","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_76","Chapter"
"Suggestive Annotation of Brain Tumour Images with Gradient-Guided Sampling","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_16","Chengliang DaiShuo WangYuanhan MoKaichen ZhouElsa AngeliniYike GuoWenjia Bai","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_16","Chapter"
"Memory-Efficient Automatic Kidney and Tumor Segmentation Based on Non-local Context Guided 3D U-Net","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_20","Zhuoying LiJunquan PanHuisi WuZhenkun WenJing Qin","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_20","Chapter"
"T2 Mapping from Super-Resolution-Reconstructed Clinical Fast Spin Echo Magnetic Resonance Acquisitions","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_12","Hélène LajousTom HilbertChristopher W. RoySébastien TourbierPriscille de DumastThomas YuJean-Philippe ThiranJean-Baptiste LedouxDavide PicciniPatric HagmannReto MeuliTobias KoberMatthias StuberRuud B. van HeeswijkMeritxell Bach Cuadra","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_12","Chapter"
"Persistent Feature Analysis of Multimodal Brain Networks Using Generalized Fused Lasso for EMCI Identification","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_5","Jin LiChenyuan BianDandan ChenXianglian MengHaoran LuoHong LiangLi Shen","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_5","Chapter"
"MR-to-US Registration Using Multiclass Segmentation of Hepatic Vasculature with a Reduced 3D U-Net","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_27","Bart R. ThomsonJasper N. SmitOleksandra V. IvashchenkoNiels F. M. KokKoert F. D. KuhlmannTheo J. M. RuersMatteo Fusaglia","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_27","Chapter"
"Deep Disentangled Hashing with Momentum Triplets for Neuroimage Search","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_19","Erkun YangDongren YaoBing CaoHao GuanPew-Thian YapDinggang ShenMingxia Liu","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_19","Chapter"
"Anatomical Data Augmentation via Fluid-Based Image Registration","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_31","Zhengyang ShenZhenlin XuSahin OlutMarc Niethammer","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_31","Chapter"
"2D X-Ray Mammogram and 3D Breast MRI Registration","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_15","Hossein SoleimaniOleg V. Michailovich","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_15","Chapter"
"Demixing Calcium Imaging Data in C. elegans via Deformable Non-negative Matrix Factorization","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_2","Amin NejatbakhshErdem VarolEviatar YeminiVivek VenkatachalamAlbert LinAravinthan D. T. SamuelOliver HobertLiam Paninski","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_2","Chapter"
"Learning Rich Attention for Pediatric Bone Age Assessment","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_23","Chuanbin LiuHongtao XieYunyan YanZhendong MaoYongdong Zhang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_23","Chapter"
"Weakly Supervised One-Stage Vision and Language Disease Detection Using Large Scale Pneumonia and Pneumothorax Studies","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_5","Leo K. TamXiaosong WangEvrim TurkbeyKevin LuYuhong WenDaguang Xu","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_5","Chapter"
"Processing-Aware Real-Time Rendering for Optimized Tissue Visualization in Intraoperative 4D OCT","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_26","Jakob WeissMichael SommerspergerAli NasseriAbouzar EslamiUlrich EckNassir Navab","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_26","Chapter"
"Structure Preserving Stain Normalization of Histopathology Images Using Self Supervised Semantic Guidance","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_30","Dwarikanath MahapatraBehzad BozorgtabarJean-Philippe ThiranLing Shao","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_30","Chapter"
"AlignShift: Bridging the Gap of Imaging Thickness in 3D Anisotropic Volumes","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_55","Jiancheng YangYi HeXiaoyang HuangJingwei XuXiaodan YeGuangyu TaoBingbing Ni","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_55","Chapter"
"Enriched Representation Learning in Resting-State fMRI for Early MCI Diagnosis","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_39","Eunjin JeonEunsong KangJiyeon LeeJaein LeeTae-Eui KamHeung-Il Suk","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_39","Chapter"
"Automatic Plane Adjustment of Orthopedic Intraoperative Flat Panel Detector CT-Volumes","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_47","Celia Martín VicarioFlorian KordonFelix DenzingerMarkus WeitenSarina ThomasLisa KauschJochen FrankeHolger KeilAndreas MaierHolger Kunze","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_47","Chapter"
"A Deep-Generative Hybrid Model to Integrate Multimodal and Dynamic Connectivity for Predicting Spectrum-Level Deficits in Autism","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_43","Niharika Shimona D’SouzaMary Beth NebelDeana CrocettiNicholas WymbsJoshua RobinsonStewart MostofskyArchana Venkataraman","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_43","Chapter"
"Joint Modeling of Chest Radiographs and Radiology Reports for Pulmonary Edema Assessment","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_51","Geeticka ChauhanRuizhi LiaoWilliam WellsJacob AndreasXin WangSeth BerkowitzSteven HorngPeter SzolovitsPolina Golland","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_51","Chapter"
"Spectral-spatial Recurrent-Convolutional Networks for In-Vivo Hyperspectral Tumor Type Classification","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_66","Marcel BengsNils GessertWiebke LaffersDennis EggertStephan WestermannNina A. MuellerAndreas O. H. GerstnerChristian BetzAlexander Schlaefer","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_66","Chapter"
"Self-supervised Depth Estimation to Regularise Semantic Segmentation in Knee Arthroscopy","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_58","Fengbei LiuYaqub JonmohamadiGabriel MaicasAjay K. PandeyGustavo Carneiro","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_58","Chapter"
"OfGAN: Realistic Rendition of Synthetic Colonoscopy Videos","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_70","Jiabo XuSaeed AnwarNick BarnesFlorian GrimpenOlivier SalvadoStuart AndersonMohammad Ali Armin","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_70","Chapter"
"Interpretable Identification of Interstitial Lung Disease (ILD) Associated Findings from CT","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_54","Yifan WuJiancong WangWilliam D. LindsayTarmily WenJianbo ShiJames C. Gee","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_54","Chapter"
"Predicting Potential Propensity of Adolescents to Drugs via New Semi-supervised Deep Ordinal Regression Model","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_62","Alireza GanjdaneshKamran GhasediLiang ZhanWeidong CaiHeng Huang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_62","Chapter"
"Disentanglement Network for Unsupervised Speckle Reduction of Optical Coherence Tomography Images","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_65","Yongqiang HuangWenjun XiaZexin LuYan LiuJiliu ZhouLeyuan FangYi Zhang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_65","Chapter"
"Collimatorless Scintigraphy for Imaging Extremely Low Activity Targeted Alpha Therapy (TAT) with Weighted Robust Least Squares (WRLS)","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_78","Yifan ZhengYoonsuk HuhQianqian SuJiaming WangYunduan LinKai VetterYoungho Seo","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_78","Chapter"
"Learning 3D Features with 2D CNNs via Surface Projection for CT Volume Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_18","Youyi SongZhen YuTeng ZhouJeremy Yuen-Chun TeohBaiying LeiKup-Sze ChoiJing Qin","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_18","Chapter"
"Learning Sample-Adaptive Intensity Lookup Table for Brain Tumor Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_22","Biting YuLuping ZhouLei WangWanqi YangMing YangPierrick BourgeatJurgen Fripp","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_22","Chapter"
"Learning a Gradient Guidance for Spatially Isotropic MRI Super-Resolution Reconstruction","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_14","Yao SuiOnur AfacanAli GholipourSimon K. Warfield","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_14","Chapter"
"From Connectomic to Task-Evoked Fingerprints: Individualized Prediction of Task Contrasts from Resting-State Functional Connectivity","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_7","Gia H. NgoMeenakshi KhoslaKeith JamisonAmy KuceyeskiMert R. Sabuncu","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_7","Chapter"
"Species-Shared and -Specific Structural Connections Revealed by Dirty Multi-task Regression","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_10","Tuo ZhangZhibin HeXi JiangLei GuoXiaoping HuTianming LiuLei Du","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_10","Chapter"
"Biomechanics-Informed Neural Networks for Myocardial Motion Tracking in MRI","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_29","Chen QinShuo WangChen ChenHuaqi QiuWenjia BaiDaniel Rueckert","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_29","Chapter"
"TeCNO: Surgical Phase Recognition with Multi-stage Temporal Convolutional Networks","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_33","Tobias CzempielMagdalini PaschaliMatthias KeicherWalter SimsonHubertus FeussnerSeong Tae KimNassir Navab","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_33","Chapter"
"Multi-scale Gradational-Order Fusion Framework for Breast Lesions Classification Using Ultrasound Images","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_17","Zhenyuan NingChao TuQing XiaoJiaxiu LuoYu Zhang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_17","Chapter"
"A Novel Approach to Tongue Standardization and Feature Extraction","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_4","Chenhao WangCamilla CattaneoJing LiuWender BredieElla PagliariniJon Sporring","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_4","Chapter"
"High-Order Attention Networks for Medical Image Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_25","Fei DingGang YangJun WuDayong DingJie XvGangwei ChengXirong Li","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_25","Chapter"
"Efficient and Phase-Aware Video Super-Resolution for Cardiac MRI","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_7","Jhih-Yuan LinYu-Cheng ChangWinston H. Hsu","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_7","Chapter"
"BCData: A Large-Scale Dataset and Benchmark for Cell Detection and Counting","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_28","Zhongyi HuangYao DingGuoli SongLin WangRuizhe GengHongliang HeShan DuXia LiuYonghong TianYongsheng LiangS. Kevin ZhouJie Chen","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_28","Chapter"
"Automated Detection of Cortical Lesions in Multiple Sclerosis Patients with 7T MRI","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_57","Francesco La RosaErin S. BeckAhmed AbdulkadirJean-Philippe ThiranDaniel S. ReichPascal SatiMeritxell Bach Cuadra","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_57","Chapter"
"JBFnet - Low Dose CT Denoising by Trainable Joint Bilateral Filtering","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_49","Mayank PatwariRalf GutjahrRainer RaupachAndreas Maier","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_49","Chapter"
"Self-supervised Discovery of Anatomical Shape Landmarks","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_61","Riddhish BhalodiaLadislav KavanRoss T. Whitaker","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_61","Chapter"
"The Constrained Network-Based Statistic: A New Level of Inference for Neuroimaging","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_45","Stephanie NobleDustin Scheinost","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_45","Chapter"
"Multiatlas Calibration of Biophysical Brain Tumor Growth Models with Mass Effect","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_53","Shashank SubramanianKlaudius ScheufeleNaveen HimthaniGeorge Biros","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_53","Chapter"
"Perfusion Quantification from Endoscopic Videos: Learning to Read Tumor Signatures","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_68","Sergiy ZhukJonathan P. EpperleinRahul NairSeshu TirupathiPól Mac AonghusaDonal F. O’SheaRonan Cahill","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_68","Chapter"
"Rethinking Anticipation Tasks: Uncertainty-Aware Anticipation of Sparse Surgical Instrument Usage for Context-Aware Assistance","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_72","Dominik RivoirSebastian BodenstedtIsabel FunkeFelix von BechtolsheimMarius DistlerJürgen WeitzStefanie Speidel","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_72","Chapter"
"Cascaded Robust Learning at Imperfect Labels for Chest X-ray Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_56","Cheng XueQiao DengXiaomeng LiQi DouPheng-Ann Heng","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_56","Chapter"
"Domain Adaptive Relational Reasoning for 3D Multi-organ Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_64","Shuhao FuYongyi LuYan WangYuyin ZhouWei ShenElliot FishmanAlan Yuille","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_64","Chapter"
"Towards Robust Bone Age Assessment: Rethinking Label Noise and Ambiguity","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_60","Ping GongZihao YinYizhou WangYizhou Yu","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_60","Chapter"
"Joint Total Variation ESTATICS for Robust Multi-parameter Mapping","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_6","Yaël BalbastreMikael BrudforsMichela AzzaritoChristian LambertMartina F. CallaghanJohn Ashburner","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_6","Chapter"
"Retinal Layer Segmentation Reformulated as OCT Language Processing","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_67","Arianne TranJakob WeissShadi AlbarqouniShahrooz Faghi RoohiNassir Navab","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_67","Chapter"
"Revisiting Rubik’s Cube: Self-supervised Learning with Volume-Wise Transformation for 3D Medical Image Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_24","Xing TaoYuexiang LiWenhui ZhouKai MaYefeng Zheng","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_24","Chapter"
"COVLET: Covariance-Based Wavelet-Like Transform for Statistical Analysis of Brain Characteristics in Children","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_9","Fan YangAmal IsaiahWon Hwa Kim","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_9","Chapter"
"Unified Brain Network with Functional and Structural Data","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_12","Jing YangQi ZhuRui ZhangJiashuang HuangDaoqiang Zhang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_12","Chapter"
"Simultaneous Estimation of X-Ray Back-Scatter and Forward-Scatter Using Multi-task Learning","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_20","Philipp RoserXia ZhongAnnette BirkholdAlexander PreuhsChristopher SybenElisabeth HoppeNorbert StrobelMarkus KowarschikRebecca FahrigAndreas Maier","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_20","Chapter"
"Recognition of Instrument-Tissue Interactions in Endoscopic Videos via Action Triplets","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_35","Chinedu Innocent NwoyeCristians GonzalezTong YuPietro MascagniDidier MutterJacques MarescauxNicolas Padoy","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_35","Chapter"
"Auto-weighting for Breast Cancer Classification in Multimodal Ultrasound","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_19","Jian WangJuzheng MiaoXin YangRui LiGuangquan ZhouYuhao HuangZehui LinWufeng XueXiaohong JiaJianqiao ZhouRuobing HuangDong Ni","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_19","Chapter"
"Attention-Guided Quality Assessment for Automated Cryo-EM Grid Screening","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_6","Hong XuDavid E. TimmShireen Y. Elhabian","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_6","Chapter"
"Scientific Discovery by Generating Counterfactuals Using Image Translation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_27","Arunachalam NarayanaswamySubhashini VenugopalanDale R. WebsterLily PengGreg S. CorradoPaisan RuamviboonsukPinal BavishiMichael BrennerPhilip C. NelsonAvinash V. Varadarajan","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_27","Chapter"
"Deep Generative Model-Based Quality Control for Cardiac MRI Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_9","Shuo WangGiacomo TarroniChen QinYuanhan MoChengliang DaiChen ChenBen GlockerYike GuoDaniel RueckertWenjia Bai","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_9","Chapter"
"Decoupling Inherent Risk and Early Cancer Signs in Image-Based Breast Cancer Risk Models","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_23","Yue LiuHossein AzizpourFredrik StrandKevin Smith","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_23","Chapter"
"Domain Aware Medical Image Classifier Interpretation by Counterfactual Impact Analysis","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_31","Dimitrios LenisDavid MajorMaria WimmerAstrid BergGert SluiterKatja Bühler","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_31","Chapter"
"StyPath: Style-Transfer Data Augmentation for Robust Histology Image Classification","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_34","Pietro Antonio CicaleseAryan MobinyPengyu YuanJan BeckerChandra MohanHien Van Nguyen","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_34","Chapter"
"Graph Reasoning and Shape Constraints for Cardiac Segmentation in Congenital Heart Defect","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_59","Tao LiuYun TianShifeng ZhaoXiaoying Huang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_59","Chapter"
"Prostate Motion Modelling Using Biomechanically-Trained Deep Neural Networks on Unstructured Nodes","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_63","Shaheer U. SaeedZeike A. TaylorMark A. PinnockMark EmbertonDean C. BarrattYipeng Hu","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_63","Chapter"
"A 3D Convolutional Encapsulated Long Short-Term Memory (3DConv-LSTM) Model for Denoising fMRI Data","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_47","Chongyue ZhaoHongming LiZhicheng JiaoTianming DuYong Fan","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_47","Chapter"
"Peri-Diagnostic Decision Support Through Cost-Efficient Feature Acquisition at Test-Time","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_55","Gerome VivarKamilia MullakaevaAndreas ZwergalNassir NavabSeyed-Ahmad Ahmadi","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_55","Chapter"
"Global Diffeomorphic Phase Alignment of Time-Series from Resting-State fMRI Data","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_51","David S. LeeAshish SahibKatherine NarrElvis NunezShantanu Joshi","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_51","Chapter"
"Deep Multi-view Stereo for Dense 3D Reconstruction from Monocular Endoscopic Video","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_74","Gwangbin BaeIgnas BudvytisChung-Kwong YeungRoberto Cipolla","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_74","Chapter"
"Learning to Segment Anatomical Structures Accurately from One Exemplar","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_66","Yuhang LuWeijian LiKang ZhengYirui WangAdam P. HarrisonChihung LinSong WangJing XiaoLe LuChang-Fu KuoShun Miao","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_66","Chapter"
"An Analysis by Synthesis Method that Allows Accurate Spatial Modeling of Thickness of Cortical Bone from Clinical QCT","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_62","Stefan ReinholdTimo DammSebastian BüsseStanislav GorbClaus-C. GlüerReinhard Koch","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_62","Chapter"
"Characterizing Label Errors: Confident Learning for Noisy-Labeled Image Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_70","Minqing ZhangJiantao GaoZhen LyuWeibing ZhaoQin WangWeizhen DingSheng WangZhen LiShuguang Cui","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_70","Chapter"
"3d-SMRnet: Achieving a New Quality of MPI System Matrix Recovery by Deep Learning","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_8","Ivo M. BaltruschatPatryk SzwargulskiFlorian GrieseMirco GrosserRene WernerTobias Knopp","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_8","Chapter"
"Open-Appositional-Synechial Anterior Chamber Angle Classification in AS-OCT Sequences","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_69","Huaying HaoHuazhu FuYanwu XuJianlong YangFei LiXiulan ZhangJiang LiuYitian Zhao","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_69","Chapter"
"An Elastic Interaction-Based Loss Function for Medical Image Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_73","Yuan LanYang XiangLuchan Zhang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_73","Chapter"
"Robust Fusion of Probability Maps","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_26","Benoît AudelanDimitri HamzaouiSarah MontagneRaphaële Renard-PennaHervé Delingette","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_26","Chapter"
"Learning MRI k-Space Subsampling Pattern Using Progressive Weight Pruning","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_18","Kai XuanShanhui SunZhong XueQian WangShu Liao","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_18","Chapter"
"Voxel2Mesh: 3D Mesh Model Generation from Volumetric Data","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_30","Udaranga WickramasingheEdoardo RemelliGraham KnottPascal Fua","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_30","Chapter"
"Infant Cognitive Scores Prediction with Multi-stream Attention-Based Temporal Path Signature Features","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_14","Xin ZhangJiale ChengHao NiChenyang LiXiangmin XuZhengwang WuLi WangWeili LinDinggang ShenGang Li","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_14","Chapter"
"$$\text {M}^2\text {Net}$$
: Multi-modal Multi-channel Network for Overall Survival Time Prediction of Brain Tumor Patients","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_22","Tao ZhouHuazhu FuYu ZhangChangqing ZhangXiankai LuJianbing ShenLing Shao","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_22","Chapter"
